image	descriptor
2650.jpg	"[{""label"": ""- a muscular man"", ""rect_box"": [164.73, 94.16, 269.15, 287.39], ""polygon"": [[233, 96], [218, 101], [217, 132], [188, 148], [167, 186], [190, 226], [201, 209], [214, 216], [209, 231], [183, 235], [186, 284], [230, 283], [246, 188], [251, 280], [261, 268], [263, 163], [239, 138], [244, 114]]}, {""label"": ""tall columns"", ""rect_box"": [7.79, 72.38, 56.78, 287.67], ""polygon"": [[16, 74], [10, 267], [15, 284], [46, 284], [52, 263], [46, 76]]}, {""label"": ""tall columns"", ""rect_box"": [412.52, 72.49, 449.96, 287.53], ""polygon"": [[423, 74], [415, 266], [422, 283], [449, 284], [449, 74]]}, {""label"": ""tall columns"", ""rect_box"": [88.8, 74.86, 133.6, 276.55], ""polygon"": [[98, 75], [91, 76], [99, 99], [101, 211], [112, 224], [114, 267], [121, 267], [128, 76]]}]"
283.jpg	"[{""label"": ""a white shirt"", ""rect_box"": [103.1, 222.34, 355.1, 288.26], ""polygon"": [[105, 281], [350, 284], [336, 266], [296, 255], [264, 228], [229, 260], [192, 227]]}, {""label"": ""- a bald man"", ""rect_box"": [102.93, 87.44, 355.35, 288.04], ""polygon"": [[350, 282], [261, 224], [259, 189], [276, 156], [264, 114], [232, 89], [190, 120], [179, 166], [196, 194], [190, 230], [106, 280]]}, {""label"": ""a chandelier"", ""rect_box"": [-0.02, 107.94, 118.99, 248.71], ""polygon"": [[53, 221], [54, 229], [59, 234], [65, 234], [71, 230], [77, 233], [88, 230], [91, 237], [97, 240], [109, 237], [113, 229], [109, 219], [99, 220], [89, 226], [86, 219], [80, 215], [70, 219], [60, 216]]}]"
2880.jpg	"[{""label"": ""- a woman"", ""rect_box"": [203.51, 163.38, 286.14, 276.78], ""polygon"": [[257, 223], [257, 224]]}, {""label"": ""a white dress"", ""rect_box"": [203.48, 170.24, 279.12, 276.31], ""polygon"": [[250, 216]]}, {""label"": ""a doorway"", ""rect_box"": [190.91, 107.94, 315.26, 274.18], ""polygon"": [[215, 271], [237, 271]]}]"
3163.jpg	"[{""label"": ""- a woman"", ""rect_box"": [194.79, 144.08, 267.51, 279.64], ""polygon"": [[238, 265], [238, 266], [237, 267], [237, 268], [238, 269], [238, 270], [240, 270], [240, 269], [239, 268], [239, 267], [238, 266]]}, {""label"": ""noblewoman"", ""rect_box"": [194.94, 144.2, 267.4, 279.48], ""polygon"": [[238, 266], [237, 267], [237, 268], [238, 269], [238, 270], [240, 270], [240, 269], [239, 268], [239, 267]]}, {""label"": ""a throne"", ""rect_box"": [177.19, 215.31, 320.42, 288.21], ""polygon"": [[274, 264], [275, 265], [275, 264]]}, {""label"": ""intricate pillars"", ""rect_box"": [313.45, 73.59, 368.65, 278.6], ""polygon"": [[328, 75], [327, 226], [317, 268], [320, 275], [355, 275], [351, 258], [361, 251], [366, 76]]}, {""label"": ""a queen"", ""rect_box"": [194.84, 144.11, 267.44, 279.55], ""polygon"": [[238, 266], [237, 267], [237, 268], [238, 269], [238, 270], [240, 270], [240, 269], [239, 268], [239, 267]]}, {""label"": ""ornate glass panels"", ""rect_box"": [0.11, 73.68, 127.35, 226.49], ""polygon"": [[7, 112], [7, 114], [8, 114], [9, 113], [10, 113], [11, 114], [11, 112], [10, 113], [9, 113], [8, 112]]}, {""label"": ""a room"", ""rect_box"": [0.09, 72.16, 450.05, 287.9], ""polygon"": [[202, 271], [203, 271]]}, {""label"": ""gold decorations"", ""rect_box"": [0.16, 72.12, 450.07, 286.63], ""polygon"": [[202, 271]]}, {""label"": ""intricate pillars"", ""rect_box"": [314.22, 73.66, 355.81, 278.26], ""polygon"": [[328, 75], [327, 222], [317, 268], [321, 275], [354, 275], [349, 76]]}]"
3337.jpg	"[{""label"": ""a group of women"", ""rect_box"": [110.61, 121.74, 235.49, 287.41], ""polygon"": [[241, 220]]}, {""label"": ""a group of women"", ""rect_box"": [215.26, 120.35, 449.74, 287.37], ""polygon"": [[280, 282]]}, {""label"": ""ornate decorations"", ""rect_box"": [140.51, 72.98, 176.19, 110.45], ""polygon"": [[170, 74], [147, 74], [141, 76], [141, 84], [144, 94], [147, 99], [156, 106], [165, 102], [171, 94], [172, 80]]}, {""label"": ""ornate decorations"", ""rect_box"": [329.68, 72.55, 365.24, 96.42], ""polygon"": [[332, 75], [334, 80], [334, 85], [338, 89], [348, 93], [356, 87], [360, 81], [360, 78], [357, 74], [333, 74]]}, {""label"": ""a group of women"", ""rect_box"": [214.23, 120.41, 354.96, 287.58], ""polygon"": [[319, 241], [319, 242]]}, {""label"": ""a high ceiling"", ""rect_box"": [1.08, 72.79, 449.69, 141.22], ""polygon"": [[322, 130]]}, {""label"": ""a group of women"", ""rect_box"": [43.21, 183.52, 131.79, 286.93], ""polygon"": [[90, 194], [75, 207], [69, 233], [46, 251], [51, 264], [72, 266], [79, 284], [84, 283], [87, 269], [112, 266], [129, 254], [127, 241], [113, 229], [119, 211], [111, 222], [90, 225], [94, 208]]}, {""label"": ""a large, opulent room"", ""rect_box"": [1.23, 73.18, 449.42, 287.82], ""polygon"": [[0, 75], [0, 284], [449, 283], [449, 75]]}, {""label"": ""ornate decorations"", ""rect_box"": [198.73, 73.35, 304.38, 109.04], ""polygon"": [[201, 93], [202, 104], [299, 98], [299, 84], [283, 80], [275, 74], [235, 74], [227, 77], [223, 85], [212, 85]]}]"
3541.jpg	"[{""label"": ""- a man an indian outfit"", ""rect_box"": [162.66, 73.31, 355.54, 287.67], ""polygon"": [[285, 74], [249, 96], [257, 138], [213, 145], [178, 168], [182, 232], [169, 283], [349, 284], [313, 228], [314, 167], [287, 142], [308, 112]]}, {""label"": ""an indian outfit"", ""rect_box"": [162.85, 137.19, 354.82, 287.49], ""polygon"": [[179, 168], [178, 228], [191, 220], [199, 178], [226, 169], [225, 220], [204, 224], [204, 247], [179, 235], [172, 283], [349, 284], [311, 227], [307, 154], [286, 146], [269, 159], [256, 139], [235, 139]]}, {""label"": ""an indian outfit"", ""rect_box"": [162.6, 73.55, 355.63, 287.57], ""polygon"": [[285, 74], [249, 96], [257, 138], [213, 145], [178, 168], [182, 232], [169, 283], [349, 284], [313, 228], [314, 167], [287, 142], [307, 107]]}]"
3773.jpg	"[{""label"": ""white, floor - length dress her white dress"", ""rect_box"": [276.99, 72.9, 449.95, 252.55], ""polygon"": [[287, 75], [278, 131], [309, 178], [418, 240], [449, 247], [449, 75]]}, {""label"": ""a red bag or purse bag"", ""rect_box"": [120.59, 128.78, 281.33, 239.82], ""polygon"": [[135, 147], [127, 231], [269, 233], [276, 216], [254, 212], [254, 198], [230, 175], [201, 172], [199, 186], [178, 184], [190, 171], [187, 156], [212, 150], [211, 134], [153, 138]]}, {""label"": ""a woman woman"", ""rect_box"": [186.62, 72.72, 449.98, 253.66], ""polygon"": [[188, 180], [189, 180]]}, {""label"": ""a dimly lit room the image image"", ""rect_box"": [-0.05, 1.22, 449.95, 358.41], ""polygon"": [[0, 287], [1, 358], [449, 358], [449, 286]]}, {""label"": ""a vibrant red rug"", ""rect_box"": [-0.01, 197.2, 449.99, 286.71], ""polygon"": [[0, 202], [0, 284], [449, 284], [449, 250], [360, 207], [292, 207], [251, 239], [135, 237], [122, 207]]}, {""label"": ""gold jewelry"", ""rect_box"": [222.04, 151.43, 315.26, 220.63], ""polygon"": [[315, 189], [297, 165], [260, 190], [236, 171], [225, 169], [254, 196], [250, 207], [262, 215], [285, 209], [308, 182], [310, 193]]}, {""label"": ""the wall"", ""rect_box"": [0.41, 73.89, 284.46, 159.93], ""polygon"": [[0, 162], [131, 167], [139, 130], [215, 131], [225, 103], [240, 113], [276, 108], [283, 76], [0, 75]]}]"
3973.jpg	"[{""label"": ""- a woman dark attire"", ""rect_box"": [126.93, 101.41, 302.14, 289.26], ""polygon"": [[188, 107], [135, 243], [129, 284], [301, 284], [232, 118], [206, 103]]}, {""label"": ""serious and contemplative expression"", ""rect_box"": [177.39, 134.85, 233.7, 200.59], ""polygon"": [[207, 122], [190, 126], [177, 148], [181, 184], [190, 198], [201, 201], [224, 192], [230, 169], [226, 137], [216, 125]]}, {""label"": ""dark attire"", ""rect_box"": [126.93, 101.67, 301.84, 289.19], ""polygon"": [[188, 107], [135, 243], [129, 284], [301, 284], [232, 118], [206, 103]]}, {""label"": ""serious and contemplative expression"", ""rect_box"": [175.1, 121.38, 235.39, 204.05], ""polygon"": [[224, 201]]}]"
4203.jpg	"[{""label"": ""a long beard"", ""rect_box"": [192.53, 136.11, 254.76, 201.45], ""polygon"": [[248, 136], [243, 148], [230, 155], [217, 155], [213, 150], [206, 155], [198, 148], [200, 180], [212, 197], [228, 198], [242, 192], [251, 151]]}, {""label"": ""a red robe"", ""rect_box"": [111.11, 158.64, 344.93, 288.04], ""polygon"": [[114, 281], [339, 284], [293, 181], [272, 163], [221, 204], [210, 203], [184, 162], [164, 169]]}, {""label"": ""a crown"", ""rect_box"": [175.98, 72.96, 251.05, 125.59], ""polygon"": [[177, 96], [178, 107], [185, 121], [189, 123], [196, 121], [208, 110], [229, 107], [243, 116], [246, 112], [245, 102], [235, 84], [220, 74], [204, 74], [194, 78]]}, {""label"": ""a throne wood"", ""rect_box"": [46.89, 153.74, 413.35, 288.6], ""polygon"": [[273, 285]]}, {""label"": ""a crown"", ""rect_box"": [176.06, 73.1, 251.05, 125.41], ""polygon"": [[177, 96], [178, 107], [185, 121], [189, 123], [196, 121], [208, 110], [229, 107], [243, 116], [246, 112], [245, 102], [235, 84], [220, 74], [204, 74], [194, 78]]}, {""label"": ""a chandelier"", ""rect_box"": [108.05, 140.85, 153.0, 191.48], ""polygon"": [[151, 169], [152, 169]]}, {""label"": ""- a man"", ""rect_box"": [111.06, 73.62, 345.31, 288.23], ""polygon"": [[188, 82], [177, 101], [194, 136], [190, 155], [155, 177], [114, 284], [339, 284], [290, 176], [252, 142], [234, 83], [218, 74]]}, {""label"": ""a chandelier"", ""rect_box"": [305.98, 143.49, 350.25, 187.65], ""polygon"": [[315, 169], [315, 170], [314, 171], [314, 174], [315, 175], [315, 176], [316, 177], [316, 178], [317, 179], [318, 179], [318, 178], [319, 177], [319, 172], [318, 171], [318, 170], [317, 169]]}, {""label"": ""a mirror"", ""rect_box"": [110.46, 72.65, 345.88, 190.0], ""polygon"": [[229, 76], [246, 99], [249, 130], [264, 151], [303, 164], [310, 160], [323, 177], [327, 144], [333, 178], [333, 161], [343, 163], [339, 75]]}, {""label"": ""wood"", ""rect_box"": [47.12, 154.37, 413.17, 288.41], ""polygon"": [[273, 285]]}]"
4373.jpg	"[{""label"": ""a group of people"", ""rect_box"": [-0.0, 141.17, 449.99, 274.25], ""polygon"": [[431, 205]]}, {""label"": ""a group of people"", ""rect_box"": [193.56, 156.35, 262.4, 275.46], ""polygon"": [[203, 245], [203, 249], [204, 249], [203, 248]]}, {""label"": ""white and red"", ""rect_box"": [198.84, 169.78, 254.97, 245.62], ""polygon"": [[223, 159], [203, 185], [216, 187], [211, 215], [219, 229], [225, 258], [230, 230], [244, 229], [235, 183], [245, 186], [248, 180], [232, 171]]}, {""label"": ""a group of people"", ""rect_box"": [278.3, 169.02, 328.65, 258.83], ""polygon"": [[302, 171], [301, 184], [293, 189], [281, 208], [296, 201], [295, 219], [301, 225], [306, 252], [313, 255], [319, 245], [321, 230], [316, 211], [324, 204], [311, 184], [309, 172]]}, {""label"": ""a group of people"", ""rect_box"": [331.44, 162.3, 376.77, 260.16], ""polygon"": [[348, 164], [344, 167], [345, 176], [337, 186], [334, 209], [339, 212], [347, 243], [353, 245], [358, 255], [369, 246], [369, 228], [363, 214], [367, 200], [361, 181], [357, 178], [357, 167]]}, {""label"": ""a tent"", ""rect_box"": [-0.02, 72.23, 449.98, 279.39], ""polygon"": [[36, 194]]}, {""label"": ""a group of people"", ""rect_box"": [240.36, 170.76, 288.26, 259.95], ""polygon"": [[266, 172], [263, 174], [264, 183], [241, 205], [259, 199], [258, 213], [264, 230], [266, 253], [274, 257], [274, 208], [284, 198], [272, 183], [272, 174]]}, {""label"": ""white and red"", ""rect_box"": [332.69, 177.54, 374.55, 243.68], ""polygon"": [[346, 167], [351, 170], [338, 184], [334, 208], [339, 211], [347, 241], [353, 244], [356, 252], [369, 245], [369, 228], [363, 215], [366, 200], [361, 182], [357, 179], [355, 166]]}, {""label"": ""a group of people"", ""rect_box"": [101.75, 170.83, 151.82, 253.44], ""polygon"": [[121, 172], [119, 184], [110, 197], [113, 196], [117, 204], [107, 217], [119, 223], [120, 249], [124, 249], [136, 218], [136, 208], [141, 209], [141, 214], [141, 209], [145, 208], [130, 184], [129, 177]]}, {""label"": ""a group of people"", ""rect_box"": [150.29, 168.99, 195.59, 250.11], ""polygon"": [[190, 190], [190, 191]]}, {""label"": ""white and red"", ""rect_box"": [102.77, 181.86, 148.71, 252.15], ""polygon"": [[141, 213]]}, {""label"": ""white and red"", ""rect_box"": [281.39, 182.68, 327.79, 256.63], ""polygon"": [[303, 171], [302, 183], [293, 189], [281, 209], [292, 200], [297, 201], [295, 219], [301, 224], [306, 252], [313, 255], [319, 245], [321, 230], [316, 211], [323, 204], [311, 185], [309, 172]]}, {""label"": ""white and red"", ""rect_box"": [152.43, 169.24, 194.48, 247.27], ""polygon"": [[168, 171], [161, 208], [150, 228], [158, 245], [163, 232], [169, 250], [173, 250], [182, 228], [183, 242], [187, 242], [195, 199], [190, 190], [183, 192], [177, 187], [176, 174]]}, {""label"": ""white and red"", ""rect_box"": [193.71, 156.68, 261.58, 275.15], ""polygon"": [[203, 245], [203, 248]]}]"
4492.jpg	"[{""label"": ""red headgear red turbans - like head coverings"", ""rect_box"": [-0.0, 128.42, 32.34, 175.06], ""polygon"": [[4, 131], [0, 131], [0, 169], [10, 166], [29, 149], [28, 144], [18, 137]]}, {""label"": ""red headgear red turbans - like head coverings"", ""rect_box"": [142.21, 178.53, 166.06, 200.64], ""polygon"": [[146, 180], [146, 191], [145, 192], [145, 195], [151, 196], [152, 197], [153, 196], [155, 196], [157, 194], [159, 194], [162, 191], [162, 186], [159, 182], [153, 182], [152, 181]]}, {""label"": ""white pants long white pants"", ""rect_box"": [100.99, 211.58, 158.82, 277.87], ""polygon"": [[104, 260]]}, {""label"": ""the scene the scene"", ""rect_box"": [-0.04, 2.15, 449.96, 358.21], ""polygon"": [[0, 287], [1, 358], [449, 358], [446, 287]]}, {""label"": ""[ group of men the individuals"", ""rect_box"": [176.77, 176.88, 290.89, 287.42], ""polygon"": [[187, 179], [173, 241], [197, 217], [188, 283], [196, 283], [204, 251], [239, 258], [254, 249], [277, 283], [285, 283], [270, 232], [279, 231], [249, 196], [223, 180]]}, {""label"": ""black tops dark tops"", ""rect_box"": [338.13, 179.22, 393.08, 244.5], ""polygon"": [[356, 182], [353, 186], [350, 206], [341, 217], [341, 227], [351, 236], [365, 241], [386, 237], [389, 234], [389, 227], [377, 191], [367, 183]]}, {""label"": ""[ group of men the individuals"", ""rect_box"": [53.43, 165.03, 164.45, 285.53], ""polygon"": [[69, 212], [67, 212], [66, 213], [67, 214], [67, 215], [69, 213]]}, {""label"": ""black tops dark tops"", ""rect_box"": [73.9, 177.14, 120.66, 222.87], ""polygon"": [[84, 179], [73, 205], [80, 208], [83, 213], [88, 212], [92, 214], [94, 219], [98, 220], [110, 212], [116, 194], [105, 183], [97, 180]]}, {""label"": ""traditional indian attire"", ""rect_box"": [176.71, 177.16, 291.22, 287.18], ""polygon"": [[187, 179], [173, 241], [197, 217], [188, 283], [196, 283], [204, 251], [239, 258], [254, 249], [277, 283], [285, 283], [270, 232], [279, 231], [249, 196], [223, 180]]}, {""label"": ""[ group of men the individuals"", ""rect_box"": [0.01, 128.76, 57.47, 287.26], ""polygon"": [[32, 281], [32, 283], [42, 283], [42, 281], [40, 281], [39, 282], [38, 281], [37, 281], [36, 282], [35, 282], [34, 281]]}, {""label"": ""red headgear red turbans - like heads"", ""rect_box"": [53.11, 164.08, 84.05, 183.31], ""polygon"": [[82, 176], [82, 174], [80, 172], [80, 168], [78, 166], [77, 167], [56, 167], [55, 168], [56, 174], [63, 180], [70, 175], [73, 175], [75, 177]]}, {""label"": ""black tops"", ""rect_box"": [273.11, 187.54, 319.0, 227.56], ""polygon"": [[280, 190], [277, 212], [281, 216], [283, 225], [289, 227], [296, 222], [311, 224], [315, 209], [312, 192], [306, 189], [297, 193], [288, 187]]}, {""label"": ""red headgear red turbans - like head"", ""rect_box"": [286.56, 169.74, 315.11, 190.99], ""polygon"": [[289, 173], [290, 180], [293, 182], [293, 187], [295, 190], [302, 190], [306, 188], [311, 183], [312, 173], [305, 173], [304, 172], [290, 172]]}, {""label"": ""white pants long white pants"", ""rect_box"": [69.25, 212.55, 101.33, 269.21], ""polygon"": [[89, 213], [84, 215], [73, 237], [73, 242], [79, 244], [85, 234], [88, 234], [77, 259], [77, 263], [81, 264], [87, 262], [89, 244], [98, 226], [93, 215]]}, {""label"": ""a circular structure a central structure a chandelier or decorative element"", ""rect_box"": [176.06, 73.18, 272.82, 149.45], ""polygon"": [[227, 143], [227, 148]]}, {""label"": ""the scene the scene"", ""rect_box"": [0.1, 73.5, 450.1, 288.02], ""polygon"": [[449, 176]]}, {""label"": ""red headgear"", ""rect_box"": [351.23, 165.09, 377.61, 184.25], ""polygon"": [[358, 167], [358, 171], [356, 173], [356, 175], [355, 176], [358, 180], [362, 180], [366, 182], [368, 181], [369, 177], [374, 173], [374, 170], [372, 169], [369, 169], [365, 167]]}, {""label"": ""traditional indian attire"", ""rect_box"": [53.66, 165.24, 164.41, 285.0], ""polygon"": [[68, 212], [68, 213], [69, 213], [69, 212]]}, {""label"": ""black red headgear"", ""rect_box"": [178.51, 176.82, 209.16, 201.64], ""polygon"": [[187, 174], [186, 179], [183, 182], [181, 188], [181, 194], [183, 196], [188, 194], [203, 196], [206, 189], [204, 187], [204, 181], [192, 180], [189, 174]]}, {""label"": ""a circular structure a central structure a chandelier"", ""rect_box"": [174.42, 72.83, 274.17, 170.28], ""polygon"": [[176, 76], [178, 94], [213, 142], [204, 144], [202, 165], [224, 166], [235, 138], [263, 108], [269, 78], [260, 83], [252, 75]]}, {""label"": ""white pants white pants"", ""rect_box"": [254.37, 240.54, 289.9, 282.21], ""polygon"": [[283, 282], [282, 283], [283, 283]]}, {""label"": ""traditional indian attire"", ""rect_box"": [0.02, 129.04, 57.24, 287.1], ""polygon"": [[42, 282], [41, 281], [40, 281], [39, 282], [38, 281], [37, 281], [36, 282], [32, 282], [32, 283], [42, 283]]}, {""label"": ""red headgear red turbans -"", ""rect_box"": [240.48, 178.98, 265.73, 194.74], ""polygon"": [[242, 182], [242, 184], [246, 191], [249, 191], [250, 190], [257, 190], [263, 184], [263, 182], [254, 182], [253, 181], [245, 181], [244, 182]]}, {""label"": ""wooden beams"", ""rect_box"": [377.68, 84.88, 450.07, 135.58], ""polygon"": [[435, 102], [427, 99], [385, 123], [379, 129], [384, 131], [406, 116]]}, {""label"": ""[ group of men the individuals"", ""rect_box"": [138.16, 179.24, 190.02, 267.26], ""polygon"": [[147, 181], [140, 224], [144, 245], [151, 260], [157, 261], [164, 254], [166, 264], [175, 264], [178, 250], [170, 239], [182, 215], [182, 199], [163, 193], [160, 183]]}, {""label"": ""[ group of men the individuals"", ""rect_box"": [308.69, 166.29, 400.27, 286.27], ""polygon"": [[356, 168], [313, 177], [325, 193], [311, 249], [321, 283], [370, 282], [389, 276], [396, 255], [378, 193], [362, 180], [366, 174], [355, 175]]}, {""label"": ""red headgear red turbans - like head"", ""rect_box"": [374.45, 168.75, 414.19, 198.21], ""polygon"": [[376, 172], [379, 183], [383, 191], [387, 194], [393, 194], [401, 191], [409, 183], [409, 177], [406, 174], [398, 172], [383, 171]]}, {""label"": ""traditional indian attire"", ""rect_box"": [138.32, 179.55, 189.8, 267.01], ""polygon"": [[147, 181], [140, 224], [144, 245], [151, 260], [157, 261], [164, 254], [166, 264], [175, 264], [178, 250], [170, 239], [182, 215], [182, 199], [163, 193], [160, 183]]}, {""label"": ""##gear red turbans - like heads"", ""rect_box"": [408.79, 217.02, 450.02, 272.53], ""polygon"": [[413, 224], [410, 232], [419, 243], [421, 249], [440, 265], [449, 268], [449, 220]]}, {""label"": ""traditional indian attire"", ""rect_box"": [308.87, 166.47, 399.83, 285.87], ""polygon"": [[355, 168], [313, 177], [325, 193], [311, 249], [321, 283], [370, 282], [389, 276], [396, 255], [378, 193], [362, 180], [367, 175], [355, 175]]}, {""label"": ""wooden beams"", ""rect_box"": [-0.02, 76.97, 90.52, 91.75], ""polygon"": [[0, 80], [0, 85], [86, 87], [85, 83]]}, {""label"": ""red headgear red turbans - like head coverings"", ""rect_box"": [310.16, 166.06, 361.24, 202.13], ""polygon"": [[358, 168], [354, 167], [347, 170], [320, 172], [313, 174], [312, 181], [330, 197], [338, 197], [348, 192]]}, {""label"": ""wooden beams"", ""rect_box"": [353.16, 95.28, 388.97, 174.14], ""polygon"": [[356, 96], [353, 98], [358, 164], [370, 168], [383, 168], [383, 134], [378, 128], [378, 111], [368, 98]]}, {""label"": ""black tops"", ""rect_box"": [141.39, 191.82, 186.45, 225.92], ""polygon"": [[182, 199], [173, 194], [162, 193], [161, 202], [155, 207], [151, 199], [145, 196], [142, 202], [141, 227], [151, 231], [160, 220], [169, 219], [176, 225], [183, 210]]}]"
4667.jpg	"[{""label"": ""- a woman a purple and gold outfit"", ""rect_box"": [222.36, 73.14, 417.72, 287.1], ""polygon"": [[267, 232], [271, 232]]}, {""label"": ""they"", ""rect_box"": [2.74, 70.2, 422.13, 287.76], ""polygon"": [[49, 130], [49, 131], [50, 131], [50, 130]]}, {""label"": ""a man"", ""rect_box"": [0.53, 73.14, 264.85, 287.11], ""polygon"": [[27, 77], [23, 128], [71, 139], [51, 180], [60, 196], [2, 284], [270, 283], [224, 198], [185, 195], [199, 155], [195, 75]]}, {""label"": ""the face"", ""rect_box"": [224.6, 113.35, 306.41, 231.05], ""polygon"": [[273, 203], [270, 204], [265, 214], [260, 218], [257, 227], [252, 229], [254, 235], [262, 236], [266, 233], [277, 232], [277, 225], [273, 217]]}, {""label"": ""jewelry"", ""rect_box"": [234.92, 174.26, 276.11, 228.84], ""polygon"": [[259, 176], [254, 177], [264, 180], [269, 188], [268, 196], [260, 204], [251, 206], [243, 187], [238, 195], [238, 210], [249, 231], [258, 225], [260, 217], [272, 201], [268, 182]]}, {""label"": ""a man"", ""rect_box"": [3.67, 73.38, 219.21, 286.89], ""polygon"": [[82, 278], [83, 279], [83, 278]]}, {""label"": ""a headpiece"", ""rect_box"": [224.83, 74.47, 351.14, 239.65], ""polygon"": [[255, 232], [255, 233]]}]"
485.jpg	"[{""label"": ""other similarly dressed individuals"", ""rect_box"": [0.37, 170.5, 105.2, 287.64], ""polygon"": [[39, 173], [21, 203], [24, 229], [36, 250], [11, 260], [1, 284], [87, 285], [96, 281], [97, 273], [99, 280], [104, 278], [100, 260], [67, 240], [67, 204], [56, 177]]}, {""label"": ""other similarly dressed individuals"", ""rect_box"": [148.64, 159.24, 219.07, 280.76], ""polygon"": [[203, 161], [192, 162], [167, 189], [164, 216], [175, 239], [159, 247], [152, 259], [155, 267], [171, 274], [182, 274], [192, 231], [212, 210], [214, 181], [210, 166]]}, {""label"": ""other similarly dressed individuals women"", ""rect_box"": [89.33, 185.13, 179.15, 287.74], ""polygon"": [[118, 188], [94, 222], [97, 253], [110, 271], [104, 283], [164, 285], [170, 276], [152, 269], [145, 257], [152, 204], [143, 192]]}, {""label"": ""her hair"", ""rect_box"": [216.67, 77.69, 293.65, 152.73], ""polygon"": [[217, 108], [214, 128], [220, 134], [231, 121], [253, 118], [275, 135], [281, 147], [290, 138], [287, 114], [267, 80], [255, 81], [249, 89], [228, 97]]}, {""label"": ""bun a gold bindi"", ""rect_box"": [248.8, 76.76, 280.09, 100.14], ""polygon"": [[251, 86], [251, 89], [258, 89], [259, 90], [267, 91], [276, 96], [272, 84], [266, 79], [258, 79]]}, {""label"": ""the woman ' s traditional dress orange green sari her attire"", ""rect_box"": [182.63, 190.75, 357.5, 287.34], ""polygon"": [[211, 283], [212, 283]]}, {""label"": ""gold earrings"", ""rect_box"": [243.97, 158.29, 258.36, 184.27], ""polygon"": [[251, 160], [248, 160], [247, 161], [247, 178], [245, 180], [248, 182], [253, 179], [255, 175], [255, 171], [256, 170], [253, 161]]}, {""label"": ""traditional indian attire she the woman ' s traditional dress"", ""rect_box"": [182.17, 77.84, 358.76, 287.46], ""polygon"": [[259, 79], [216, 111], [241, 197], [195, 228], [184, 284], [351, 284], [345, 217], [287, 189], [288, 119]]}, {""label"": ""a long neck chain gold necklaces"", ""rect_box"": [211.93, 220.19, 288.48, 286.67], ""polygon"": [[236, 221], [220, 243], [214, 284], [226, 285], [228, 270], [237, 279], [247, 280], [262, 267], [263, 284], [276, 284], [284, 226], [279, 223], [259, 248], [247, 254]]}, {""label"": ""traditional indian attire"", ""rect_box"": [0.58, 77.1, 359.88, 287.81], ""polygon"": [[94, 282]]}, {""label"": ""gold earrings"", ""rect_box"": [277.57, 160.24, 291.38, 188.79], ""polygon"": [[286, 162], [283, 162], [282, 164], [282, 166], [281, 167], [281, 172], [279, 177], [279, 183], [283, 186], [284, 186], [288, 182], [288, 175], [285, 171], [285, 163]]}, {""label"": ""her hair"", ""rect_box"": [94.88, 185.01, 156.51, 237.46], ""polygon"": [[145, 228], [145, 235], [146, 235], [147, 234], [147, 229], [146, 228]]}, {""label"": ""a long neck chain gold necklaces"", ""rect_box"": [209.5, 189.67, 292.7, 286.43], ""polygon"": [[249, 239], [249, 240], [258, 240], [258, 239], [256, 239], [255, 240], [253, 240], [252, 239]]}, {""label"": ""a long nose ring"", ""rect_box"": [233.9, 155.24, 257.63, 182.81], ""polygon"": [[252, 160], [248, 160], [247, 161], [247, 178], [245, 180], [248, 182], [253, 179], [255, 176], [255, 171], [256, 169], [255, 168], [254, 163]]}]"
4898.jpg	"[{""label"": ""- likely a woman"", ""rect_box"": [107.31, 111.63, 251.49, 288.94], ""polygon"": [[158, 115], [137, 144], [132, 197], [112, 222], [109, 281], [222, 283], [229, 260], [217, 225], [228, 198], [244, 190], [245, 167], [234, 155], [213, 180], [194, 121]]}, {""label"": ""traditional attire"", ""rect_box"": [237.09, 72.77, 450.01, 288.23], ""polygon"": [[449, 108], [449, 118], [448, 119], [448, 121], [449, 122], [448, 129], [449, 131]]}, {""label"": ""traditional attire"", ""rect_box"": [110.56, 198.0, 219.35, 289.15], ""polygon"": [[120, 214], [119, 239], [130, 249], [126, 278], [120, 283], [209, 283], [199, 261], [178, 275], [139, 257], [155, 234], [175, 238], [160, 201], [135, 203]]}]"
5044.jpg	"[{""label"": ""a white dress"", ""rect_box"": [205.12, 198.98, 247.6, 287.01], ""polygon"": [[226, 187], [224, 198], [217, 205], [215, 246], [206, 270], [216, 281], [241, 285], [244, 257], [238, 231], [242, 220], [238, 205], [231, 200], [231, 189]]}, {""label"": ""- a woman"", ""rect_box"": [204.81, 184.42, 248.96, 288.48], ""polygon"": [[227, 186], [217, 204], [213, 232], [215, 245], [206, 270], [217, 282], [242, 285], [244, 256], [239, 234], [242, 219], [238, 205], [232, 200], [231, 188]]}, {""label"": ""the steps of a building"", ""rect_box"": [0.16, 218.98, 449.97, 287.94], ""polygon"": [[243, 229], [248, 284], [449, 284], [447, 219], [366, 223], [364, 267], [354, 271], [341, 244], [314, 243], [301, 220], [272, 220], [276, 235], [255, 239], [255, 224]]}]"
